# qstring	previous	current	probability
CWph kGGK	草案	條文	-1.566524
cY <jg:	簡	任官	-1.566524
cY a_bi	減	預算	-1.566524
cY5_ D;	檢疫	跟	-1.566524
cY5_ L7Wl	檢疫	規定	-1.566524
cYyf C_?]	檢調	系統	-1.566524
dR4M =@_d	可能	不在	-1.566524
ec v4cf	介	接到	-1.566524
Efx7 IXb[	最高	首長	-1.566524
Ei_d 3>	現在	公	-1.566524
EMCE dRUO	平臺	可以	-1.566524
F0 R=A_	依	登記	-1.566524
F0rq Ci	一個	建	-1.566524
FM ]OnH	明	理由	-1.566524
H<0_ QM	方式	行	-1.566524
ha L_p?	或	不實	-1.566524
Ibrq u?	這個	移	-1.566524
IF a_bi	煤	預算	-1.566524
IFNX C:	沒有	刪	-1.566524
IXb[ tf	首長	要	-1.566524
IXVe L_7f	守備	部隊	-1.566524
kG NXIFNX	條	有沒有	-1.566524
kGGK 0__d	條文	是在	-1.566524
kGGK NXIFNX	條文	有沒有	-1.566524
L_ ~_I:	部	那邊	-1.566524
L_ 0_<X	部	是否	-1.566524
L_ HENX	部	還有	-1.566524
L_}i tfnH	部分	要由	-1.566524
L_@@ VO=_	不符	比例	-1.566524
L_2P }^=f	不予	置喙	-1.566524
L;}i Dk	身分	上	-1.566524
L]?] NO0_	總統	指示	-1.566524
LjQM kGGK	進行	條文	-1.566524
lZ lO:>	瑾	補充	-1.566524
n?v4 0_~l	直接	適用	-1.566524
N@7R kGGK	如果	條文	-1.566524
N@7R u?	如果	移	-1.566524
Nd|J TJ	派人	員	-1.566524
nOLP ]O	母法	裡	-1.566524
nq 0]{H	得	請求	-1.566524
NX QM0_	有	刑事	-1.566524
NXn_ 290>	有去	溝通	-1.566524
O_ i=b[	副	廳長	-1.566524
oa0_ 9>	弱勢	中	-1.566524
oO4W 4L	輔導	長	-1.566524
pa aO\Y	作	幾點	-1.566524
ph EEu[	案	來講	-1.566524
ph yStf	案	也要	-1.566524
Q;2f?1 U:Kbcf	因為它	牽涉到	-1.566524
QEbi \_	才算	數	-1.566524
QM Efrg	行	最後	-1.566524
QM rg:i	行	後面	-1.566524
R@3@ ~0vH	逾期	居留	-1.566524
R=A_ ]_Bk	登記	入帳	-1.566524
R7[1 cY	追加	減	-1.566524
rg:i kGGK	後面	條文	-1.566524
S< ]O:i	章	裡面	-1.566524
s2Mi A_	多萬	劑	-1.566524
T[ WB:P	綁	國旅	-1.566524
tfn_ Db@@	要去	克服	-1.566524
TJ {O}i	原	處分	-1.566524
UZs2 [1	很多	家	-1.566524
V: 3>L_	先	公布	-1.566524
Ve AR}g	倍	左右	-1.566524
wI:h Kb	研究	社	-1.566524
Wk }Q0_	像	我是	-1.566524
Wk =_LPci	像	立法院	-1.566524
Wk ~_rq	像	那個	-1.566524
zOg: vY	主官	管	-1.566524
zOtf C_	主要	係	-1.566524
_;ok TJ	新創	園	-1.574491
_d 3>L_	再	公布	-1.574491
_dfan_ IbaO~I	在過去	這幾年	-1.574491
_fgf nq	報告	得	-1.574491
_M|J {?cf	同仁	提到	-1.574491
_M|J 2_aO	同仁	自己	-1.574491
:_2@ p=]O	地籍	清理	-1.574491
:h C0|f	舊	資料	-1.574491
:hbi \_	就算	數	-1.574491
?0 |JTJ	支	人員	-1.574491
?1 _Mp?	它	同時	-1.574491
?1 :h=@0_	它	就不是	-1.574491
?1 =@~l	它	不用	-1.574491
?1 ~_]_	它	納入	-1.574491
?1 L_c=f5	它	不應該	-1.574491
?1:h0_ tf	它就是	要	-1.574491
?1\y 0>0>	他們	統統	-1.574491
?10_ 2fqq	它是	為了	-1.574491
[Zx@ ph	審查	案	-1.574491
]O L7Wl	裡	規定	-1.574491
{?^= k\[O	提升	整體	-1.574491
}^RV 2@	志偉	及	-1.574491
}80_ oa0_	都是	弱勢	-1.574491
}FO_ TJnk	回復	原狀	-1.574491
}Q _dpa	我	再做	-1.574491
}Q parF	我	做為	-1.574491
}Q\y |J0_	我們	人事	-1.574491
}Q\y 9>nH	我們	中油	-1.574491
}Q\y rgVe	我們	後備	-1.574491
\0 uT2i	污	改善	-1.574491
`=[1 sIIF	增加	燃煤	-1.574491
<j`l E0	韌性	司	-1.574491
=@ 0_w[	不	是想	-1.574491
=@8i EM^j	不便	評論	-1.574491
|J_Y 8i0_	人臉	辨識	-1.574491
|O 2fEE	署	未來	-1.574491
|O F0Wltf	署	一定要	-1.574491
|O UZs2	數	很多	-1.574491
|O vY]O	署	管理	-1.574491
0_ EYRl	是	反映	-1.574491
0_~l LP	適用	法	-1.574491
0= mf2@	莊	召集	-1.574491
0>0> }8_d	統統	都在	-1.574491
0i UZ|_	占	很大	-1.574491
0WV_ nq	保護	得	-1.574491
1U EfK0	採	最低	-1.574491
1U Ei}^`l	採	限制性	-1.574491
1U R0];	彩	基金	-1.574491
2@ 5_GK	及	藝文	-1.574491
2@ WB2:	即	國安	-1.574491
2@p? T:Nb	即時	監測	-1.574491
2f :L`l	偽	陽性	-1.574491
2f A_\_	偽	技術	-1.574491
3@?1 PM0_	其他	情事	-1.574491
3>0_ >]0_=f	公視	董事會	-1.574491
3>Kl LP	公證	法	-1.574491
4L n?QMg:	長	執行官	-1.574491
4MTJ _`	能源	化	-1.574491
5_\Y Wk	一點	像	-1.574491
5_x4 u?5_	一些	疑義	-1.574491
78 ?0rg	標	之後	-1.574491
7f 3>tO	對	公股	-1.574491
9>nH yS	中油	也	-1.574491
A_ BXmf	寄	口罩	-1.574491
a_ n?kK	諭	質詢	-1.574491
aJ=_ EEpa	全力	來做	-1.574491
aJ>C 0_	權責	是	-1.574491
aJ>C 0__d	權責	是在	-1.574491
C0^= TJ	孳生	源	-1.574491
C0zj aJ	資訊	權	-1.574491
CE hIkM	臺	南榮	-1.574491
CE^: 0_K_CR	臺灣	事務所	-1.574491
CE^: 2@	臺灣	及	-1.574491
CE^: 3@p?0_	臺灣	其實是	-1.574491
CE^: 4KT:	臺灣	民間	-1.574491
CE^: 6NUO	臺灣	而已	-1.574491
CE^: bi0_	臺灣	算是	-1.574491
CEU< D;	臺商	跟	-1.574491
CEvU EE	臺北	來	-1.574491
CEvU0_ 5_=f	臺北市	議會	-1.574491
Cf 6CF0	稅	合一	-1.574491
Ci UOo=	件	已經	-1.574491
Ci5_ C:	建議	刪	-1.574491
CiN< E0	健康	司	-1.574491
CRVBmJ jK4W	索羅門	群島	-1.574491
CWph ]O	草案	裡	-1.574491
D; {?^=	跟	提升	-1.574491
Db@@ Ibx4	克服	這些	-1.574491
df0= QM=M	套裝	行程	-1.574491
dRUO A_	可以	寄	-1.574491
Ei_d A0	現在	施	-1.574491
Ek?1 LjBX	讓它	進口	-1.574491
El {?^=	更	提升	-1.574491
F00_ =@_d	一事	不再	-1.574491
F0P_ <i	一度	電	-1.574491
f5 kGGK	該	條文	-1.574491
g:tE TJ	關懷	員	-1.574491
g:x@TJ L;}i	觀察員	身分	-1.574491
g5BX 0_	開口	式	-1.574491
h< @@K_	鄉	服務	-1.574491
HEIF 3>L_	還沒	公布	-1.574491
HEIFNX 3;L_	還沒有	宣布	-1.574491
Ib2f _M|J	這位	同仁	-1.574491
Ibx4 78	這些	標	-1.574491
IFNX 2@p?	沒有	即時	-1.574491
IFNX 6C	沒有	核	-1.574491
IFNX Lj	沒有	進	-1.574491
iI U:C:	蘭	千山	-1.574491
IP wK\0	把	房屋	-1.574491
IP?1 FM	把它	明	-1.574491
J;7f ZXJ`	針對	酒駕	-1.574491
kG UOo=NX	條	已經有	-1.574491
L_ O_>C	部	負責	-1.574491
L_11 B8nH	不須	交由	-1.574491
Lj3e 3>L_	儘快	公布	-1.574491
LjQM QEl@	進行	裁罰	-1.574491
LP kGGK	法	條文	-1.574491
LPK_L_ 0J	法務部	廉	-1.574491
m_p? UO	據實	以	-1.574491
m@ mT?;	達	百分	-1.574491
MlR@ wY	賸餘	款	-1.574491
MP>J q[A_	打完	兩劑	-1.574491
MW6Tcf Ibrq	瞭解到	這個	-1.574491
NO0_ ~ltf	指示	用藥	-1.574491
NX T5og	有	缺漏	-1.574491
NX0_ p?O@	有事	實足	-1.574491
oa0_ ha	弱勢	或	-1.574491
p7ga u?	包括	移	-1.574491
pa 3E5_	作	決議	-1.574491
paLP }80_	作法	都是	-1.574491
paLP NX	作法	有	-1.574491
Q;2f _dfan_	因為	在過去	-1.574491
Q;2f?1 dR4M	因為它	可能	-1.574491
q[rq L_	兩個	部	-1.574491
QM0_ KlNb	刑事	政策	-1.574491
QYeY Yc	產險	業	-1.574491
tf parF	要	做為	-1.574491
tfnH ?1\y	要由	他們	-1.574491
TJ B8LP	原	教法	-1.574491
tO=_ _M|J	鼓勵	同仁	-1.574491
U:C: vY	千山	館	-1.574491
u? C2~U	移	撥給	-1.574491
u[ Z_5E];	獎	助學金	-1.574491
UO _fgf	已	報告	-1.574491
V_Z_ Kb	互助	社	-1.574491
VO C0|f	筆	資料	-1.574491
WBA_ 78	國際	標	-1.574491
Wk N_5J	像	目前	-1.574491
Wk x70T	像	高鐵	-1.574491
x@mf ph	查照	案	-1.574491
xU R0{O	美	基礎	-1.574491
yStf {?^=	也要	提升	-1.574491
yStf O_	也要	負	-1.574491
zO 3@0_	主	其事	-1.574491
ZXJ` 0_	酒駕	是	-1.574491
_;]O 0_	心裡	是	-1.582738
_` =1wI	樺	發言	-1.582738
_d3g TJ]O	在校	園裡	-1.582738
_dpa 290>	再做	溝通	-1.582738
_M|J c=f5	同仁	應該	-1.582738
:_H< 5_TJ	地方	議員	-1.582738
:htf 3>L_	就要	公布	-1.582738
:L WBA_	揚	國際	-1.582738
:W s22f	好	多位	-1.582738
?0 F00_	之	醫事	-1.582738
?1 ~_I:	它	那邊	-1.582738
?1 7k_d	它	放在	-1.582738
?1 F0rq	它	一個	-1.582738
?1 p?A_Dk	它	實際上	-1.582738
?1 paqq	它	做了	-1.582738
?1 qf=M	它	造成	-1.582738
?1:h 8i=M	它就	變成	-1.582738
?1=@0_ NONX	它不是	只有	-1.582738
?10_ 2:aJ	它是	安全	-1.582738
?10_ 6CLP	它是	合法	-1.582738
?10_ 9>	它是	中	-1.582738
?10_ A@=_	它是	獨立	-1.582738
[1 L;0]	家	申請	-1.582738
[1 xgeY	家	壽險	-1.582738
]= h<\[	撐	香港	-1.582738
{?^= 2_aO	提升	自己	-1.582738
{?^= 3@	提升	其	-1.582738
{?^= 4Kwl	提升	民眾	-1.582738
{?5_ cY	提議	減	-1.582738
{?l0 7fph	提出	對案	-1.582738
{?x7 QM	提高	刑	-1.582738
{h 3@=M	和	期程	-1.582738
{h 9>nH	和	中油	-1.582738
{O _M|J	處	同仁	-1.582738
}^ EYCi	置	反艦	-1.582738
}8 Ci}^	都	建置	-1.582738
}8 I:_d	都	編在	-1.582738
}8NX U:	都有	簽	-1.582738
}Q_d CdWl	我再	確定	-1.582738
}Q\y 11	我們	需	-1.582738
}Q\y Db	我們	課	-1.582738
}Q\y Ei	我們	現	-1.582738
}Q\y hI	我們	南	-1.582738
}Q\y ySWk	我們	也向	-1.582738
}Q\y=f Lj3e	我們會	盡快	-1.582738
\0 wIwl	污	嚴重	-1.582738
^=4@ ?0rg	升息	之後	-1.582738
^H0W 2@m_	投保	級距	-1.582738
<is? A_S_	電磁	紀錄	-1.582738
=f_f EE	會報	來	-1.582738
=f7f Ibrq	會對	這個	-1.582738
=Mb[ nq	成長	得	-1.582738
|J0_ zO<j	人事	主任	-1.582738
|JaJ vY	人權	館	-1.582738
|O VO1g@W	數	比較少	-1.582738
0_ o=nH	是	經由	-1.582738
0_~l Ib	適用	這	-1.582738
0_~l QMKl	適用	行政	-1.582738
0_w[ D;	是想	跟	-1.582738
0] cYx@	請	檢察	-1.582738
0>0> =@	統統	不	-1.582738
0C QdFW	德	代表	-1.582738
0JVD [3	聯結	車	-1.582738
0W L_}i	保	部分	-1.582738
0WvH ph	保留	案	-1.582738
2@ 7:2f	級	單位	-1.582738
3_b[ 0_	次長	室	-1.582738
3;L_ Ibrq	宣布	這個	-1.582738
3@ Qd]O	祁	代理	-1.582738
3>K_ {O	工務	處	-1.582738
3>L_ CRNX	公布	所有	-1.582738
3>L_ Ef_;	公布	最新	-1.582738
4L_d IbI:	長在	這邊	-1.582738
4Mpg 0_p?	能夠	適時	-1.582738
4Mpg cY	能夠	減	-1.582738
5_=M AR}g	一成	左右	-1.582738
58 QMrF	騷	行為	-1.582738
5E=_ J;0_	學歷	甄試	-1.582738
5J cfZO	錢	到底	-1.582738
6CG5 U<	合約	商	-1.582738
7` M<z\	詐	綱領	-1.582738
78 3>gf	標	公告	-1.582738
7fR@ xU	對於	美	-1.582738
9>nH {h	中油	和	-1.582738
a_bi I:}^	預算	編製	-1.582738
a_bi m0]O	預算	書裡	-1.582738
a_z? mMwI	禦敵	從嚴	-1.582738
B@4@ 0_	突襲	式	-1.582738
BL4M =@pg	量能	不夠	-1.582738
BZ>P x@x@	選舉	查察	-1.582738
c=f5 _dpa	應該	再做	-1.582738
CE^: |Jn_	臺灣	人去	-1.582738
CE^: 0_rq	臺灣	是個	-1.582738
CE^: 0_UO	臺灣	是以	-1.582738
CE^: A_o_	臺灣	繼續	-1.582738
CE^: Wo	臺灣	啊	-1.582738
CE^: xU	臺灣	每	-1.582738
CE~= cf	臺東	到	-1.582738
CEvU R0c[	臺北	機廠	-1.582738
Cf dRUO	稅	可以	-1.582738
CiK@A0 3>=f	建築師	公會	-1.582738
CRUO TJ	所以	原	-1.582738
cY |JTJ	檢	人員	-1.582738
cYyf EE	檢調	來	-1.582738
D; cYx@	跟	檢察	-1.582738
Db[1 0_K_	客家	事務	-1.582738
dRUO ZY2P	可以	免予	-1.582738
ec =_RV	屆	立委	-1.582738
EE {h2f	來	捍衛	-1.582738
Ei_d _d[Z	現在	在審	-1.582738
Ei_d cYyf	現在	檢調	-1.582738
Ek 5_GK	讓	藝文	-1.582738
Ek?1 fa	讓它	過	-1.582738
EM:_ h<	平地	鄉	-1.582738
EM5_ 8_8_	評議	秘密	-1.582738
F0 VO=_	依	比例	-1.582738
F0rq L;}i	一個	身分	-1.582738
F0V_ _M|J	醫護	同仁	-1.582738
F0Wk {h	一項	和	-1.582738
F0Wk }8NX	一項	都有	-1.582738
h<g: |J0_	相關	人事	-1.582738
IbaOrq kGGK	這幾個	條文	-1.582738
Ibrq 3;0_	這個	宣示	-1.582738
Ibx4 TJ	這些	原	-1.582738
IFNX {?^=	沒有	提升	-1.582738
IP?1 {?^=	把它	提升	-1.582738
k\rq |J0_	整個	人事	-1.582738
k\rq Ci	整個	建	-1.582738
kG zOtf	條	主要	-1.582738
kGGK :hNX	條文	就有	-1.582738
kGGK NONX	條文	只有	-1.582738
Klo= PM0_	政經	情勢	-1.582738
L_ QYYc	部	產業	-1.582738
L_ R0~O	部	機組	-1.582738
L_4M cY	不能	減	-1.582738
l0EE A0	出來	施	-1.582738
L7 E0E04L	規	司司長	-1.582738
LdWBiR j6uh	愛國者	飛彈	-1.582738
Ljcf >C<j	盡到	責任	-1.582738
m0`j ph	紓困	案	-1.582738
MW6T cfZO0_	瞭解	到底是	-1.582738
MW6T I<9>	瞭解	當中	-1.582738
MW6T PMik	瞭解	情況	-1.582738
n_ 8i0_	去	辨識	-1.582738
n? 1ga_	職	教育	-1.582738
nq Ef:W	得	最好	-1.582738
NX 3@=M	有	期程	-1.582738
NXg: 6C	有關	核	-1.582738
NXUZs2 u?i_	有很多	疑慮	-1.582738
ph }8UOo=	案	都已經	-1.582738
ph dR4M	案	可能	-1.582738
ph ha0_	案	或是	-1.582738
Q;2f _;}^	因為	新制	-1.582738
Q;2f _dDk	因為	在上	-1.582738
Q;2f ];	因為	今	-1.582738
Q;2f <i	因為	電	-1.582738
Q;2f 0_	因為	事	-1.582738
Q;2f Ci	因為	建	-1.582738
Q;2f?1 VO1g	因為它	比較	-1.582738
Qd uT2i	待	改善	-1.582738
QEKlL_ 3>L_	財政部	公布	-1.582738
QEl@ 786[	裁罰	標準	-1.582738
QETJ 0_	財源	是	-1.582738
rg:i _d[1	後面	再加	-1.582738
s2@W 0_	多少	事	-1.582738
s2@W ph	多少	案	-1.582738
tf R0];	藥	基金	-1.582738
U: S<LP	簽	章法	-1.582738
UOrg _dpa	以後	再做	-1.582738
UZs2 u?i_	很多	疑慮	-1.582738
VDlj [LEi	捷運	黃線	-1.582738
Ve R0O1	被	羈押	-1.582738
vY |J\_	館	人數	-1.582738
WB|J A0	國人	施	-1.582738
WBA_ =1^=	國際	發聲	-1.582738
WG3> L;}i	勞工	身分	-1.582738
Wk _;K@	像	新竹	-1.582738
Wk }Q_d	像	我在	-1.582738
Wk UOo=	項	已經	-1.582738
wKT: \_	房間	數	-1.582738
Wl qhLP	訂	辦法	-1.582738
x7P_ 2_}^	高度	自治	-1.582738
xUWB }^U_	美國	智庫	-1.582738
Yc vY}^	業	管制	-1.582738
Z_ :bVBE0	駐	俄羅斯	-1.582738
zOvY _M|J	主管	同仁	-1.582738
ZY2P `=	免予	增	-1.582738
_;]O UZ	心裡	很	-1.591284
_;}^ p?A0	新制	實施	-1.591284
_`5E |O	化學	署	-1.591284
_M|J :h	同仁	就	-1.591284
:h0_ _dD;	就是	在跟	-1.591284
:h0_ ml	就是	凍	-1.591284
?1 \eL_	它	內部	-1.591284
?1 L__M	它	不同	-1.591284
?1 QY^=	它	產生	-1.591284
?10_ F0mf	它是	依照	-1.591284
?10_ Ve	它是	被	-1.591284
[1 }80_	家	都是	-1.591284
[1b[ EYRl	家長	反映	-1.591284
{?^= bOEE	提升	起來	-1.591284
{?^= c=2P	提升	英語	-1.591284
{?^= WB\e	提升	國內	-1.591284
{?^= WG3>	提升	勞工	-1.591284
}8 L_bOEE	兜	不起來	-1.591284
}Q\y _dpa	我們	在座	-1.591284
}Q\y 3;L_	我們	宣布	-1.591284
}Q\y Ci}^	我們	建置	-1.591284
}Q0_ _d03	我是	在說	-1.591284
@bKD0_ Wk	特別是	像	-1.591284
\0SY k\}^	污染	整治	-1.591284
`_}l aJ	訴訟	權	-1.591284
`M4K EYRl	農民	反映	-1.591284
=@_d c[xd	不在	場外	-1.591284
=f_f ci	會報	院	-1.591284
=M |_`H	城	大樓	-1.591284
|O :h0_	數	就是	-1.591284
|O s2@W	數	多少	-1.591284
|O UOo=NX	署	已經有	-1.591284
0_ 3>L_	是	公布	-1.591284
0_ p=Kl	是	輕症	-1.591284
0_K_ 0_	事務	是	-1.591284
0\ ]O:i	網	裡面	-1.591284
0i~l p?T:	占用	時間	-1.591284
0J d=CM	聯	兵營	-1.591284
0MWB [1	盟國	家	-1.591284
0WCi 7:2f	保薦	單位	-1.591284
1U VO1g	採	比較	-1.591284
2@ wK\0	及	房屋	-1.591284
2f 7WA0	位	老師	-1.591284
2P ?0o?	予	支持	-1.591284
3> 4Kwl	供	民眾	-1.591284
4@ >]0_	席	董事	-1.591284
4LvH ZX	長留	久	-1.591284
4Mpg _dpa	能夠	再做	-1.591284
5E0_ rg	學士	後	-1.591284
6h \[^f	陸	港澳	-1.591284
7: |YEk	單	轉讓	-1.591284
8K NO0_	您	指示	-1.591284
A_ CR|O	暨	所屬	-1.591284
a_bi ?0~l	預算	支用	-1.591284
aJ=_ n_	權利	去	-1.591284
aJ=_ Wo	權利	啊	-1.591284
BL4M dRUO	量能	可以	-1.591284
C0 u?i_	資	疑慮	-1.591284
C0TJ 0Wa_	資源	保育	-1.591284
CE:i _`	檯面	化	-1.591284
CE^: @WRO_`	臺灣	少子化	-1.591284
CE^: G:|_	臺灣	三大	-1.591284
CE^: KZEE	臺灣	本來	-1.591284
CE^: L;0]	臺灣	申請	-1.591284
CE^: LjBX	臺灣	進口	-1.591284
CE^: ljml	臺灣	運動	-1.591284
CE^: sh_`	臺灣	漫畫	-1.591284
CE~= D;	臺東	跟	-1.591284
CEU< yS	臺商	也	-1.591284
Ci phCi	件	案件	-1.591284
Ci}^ 9>	建置	中	-1.591284
CM =1wI	盈	發言	-1.591284
CR Ci}^	所	建置	-1.591284
CRUO _M|J	所以	同仁	-1.591284
cY SW~O	檢	小組	-1.591284
cYyf n_	檢調	去	-1.591284
Ei_d CE	現在	台	-1.591284
EM5_ K_J`	平抑	物價	-1.591284
EMCE {O	平臺	處	-1.591284
F0 p?A_	依	實際	-1.591284
F00_ Z_]O	醫事	助理	-1.591284
F0rq {?^=	一個	提升	-1.591284
F0rq 3>	一個	公	-1.591284
F0rq aJ=_	一個	權利	-1.591284
F0rq QEl@	一個	裁罰	-1.591284
g5 8_8_	開	秘密	-1.591284
GK9> L_b[	文忠	部長	-1.591284
H: 3gTJ	菸	校園	-1.591284
IbIk 6C	這樣	合	-1.591284
IFNX \0SY	沒有	污染	-1.591284
IXb[ }8	首長	都	-1.591284
JbZO n?QM	澈底	執行	-1.591284
k\rq hI	整個	南	-1.591284
Kb cY6C	社	檢核	-1.591284
kG :hV:	條	就先	-1.591284
kG L_2P	條	不予	-1.591284
kGGK {?l0	條文	提出	-1.591284
kGGK {h	條文	和	-1.591284
kM }Q_d	容	我再	-1.591284
L_ WGml=_	部	勞動力	-1.591284
L_ yStf	部	也要	-1.591284
L9 mf2@	邱	召集	-1.591284
m@O_ p?	答復	時	-1.591284
M<M< _M|J	剛剛	同仁	-1.591284
N_ }QNX	目	我有	-1.591284
n_ 3>L_	去	公布	-1.591284
nH?1 EE	由它	來	-1.591284
nq UZFM>E	得	很明白	-1.591284
nq VO1gsh	得	比較慢	-1.591284
nq VO1gx7	得	比較高	-1.591284
NX\Y u?i_	有點	疑慮	-1.591284
NX3g {?^=	有效	提升	-1.591284
o?o_ {?^=	持續	提升	-1.591284
o={J O_Ci	精神	復健	-1.591284
oa0_ ?9V:	弱勢	優先	-1.591284
p?aO ph	十幾	案	-1.591284
p7ga |J0_	包括	人事	-1.591284
p7o0 3>	包租	公	-1.591284
pa Efrg	作	最後	-1.591284
paLP tf	作法	要	-1.591284
ph ?0xd	案	之外	-1.591284
ph `=[1	案	增加	-1.591284
ph |_Ud	案	大概	-1.591284
ph 0__d	案	是在	-1.591284
ph 6[2P	案	准予	-1.591284
ph J;7f	案	針對	-1.591284
ph L_F0Ik	案	不一樣	-1.591284
Q;2f FM	因為	明	-1.591284
Q;2f L_	因為	部	-1.591284
Q;2f L;}i	因為	身分	-1.591284
R0KZ aJ	基本	權	-1.591284
R0ml kGk\	機動	調整	-1.591284
rFeY ?0R@	危險	之虞	-1.591284
tf cY5_	要	檢疫	-1.591284
tf QMPO	要	行使	-1.591284
tfnH KloO	要由	政府	-1.591284
TJ R0g:	原	機關	-1.591284
U: :Wqq	簽	好了	-1.591284
uh Vj{?	蛋	問題	-1.591284
uh0_?1 Ei_d	但是它	現在	-1.591284
UOo= QM	已經	行	-1.591284
UZ 89wI	很	周延	-1.591284
Vj{? =@_d	問題	不在	-1.591284
VO a_bi	筆	預算	-1.591284
VO1g Dk2f	比較	上位	-1.591284
Wk ];mJ	像	金門	-1.591284
Wk 5_{?	項	議題	-1.591284
Wk hG=_	像	苗栗	-1.591284
Wk IFNX	項	沒有	-1.591284
wK K_|JTJ	房	務人員	-1.591284
Wk p10J	像	花蓮	-1.591284
Wk WBA_	像	國際	-1.591284
Wk WBwKL_	像	國防部	-1.591284
wK\0 0_c[	房屋	市場	-1.591284
Wlqq ?0rg	訂了	之後	-1.591284
x7TJ 3@	高原	期	-1.591284
xd gcqq	外	洩了	-1.591284
xU :<pg	美	軍購	-1.591284
xU 1Upg	美	採購	-1.591284
xU o=af	美	經貿	-1.591284
Yc0_ ZO~lpi	夜市	抵用券	-1.591284
YciR EYRl	業者	反映	-1.591284
YewI r\w[	肺炎	影響	-1.591284
YewI wK5_	肺炎	防疫	-1.591284
zB 3>S_	鵝	公路	-1.591284
_` Ljn_	劃	進去	-1.600153
_` yfqq	劃	掉了	-1.600153
_dpa 0[ml	再做	滾動	-1.600153
_dpa HLC_	再做	詳細	-1.600153
_dpa UZs2	在座	很多	-1.600153
_dxd 4W	在外	島	-1.600153
_M|J {h	同仁	和	-1.600153
_M|J 7f	同仁	對	-1.600153
_M|J EEu[	同仁	來講	-1.600153
_M5_aJ QMPO	同意權	行使	-1.600153
:< Q=A_	軍	風紀	-1.600153
:hUOo= 3>L_	就已經	公布	-1.600153
?1 {?cf	它	提到	-1.600153
?1 `=[1	它	增加	-1.600153
?1 g5PO	它	開始	-1.600153
?1 HEdRUO	它	還可以	-1.600153
?1 JY3e	它	趕快	-1.600153
?1 N@6C	它	如何	-1.600153
?1 N@7RNX	它	如果有	-1.600153
?1 Q;2f	它	因為	-1.600153
?1 UOo=_d	它	已經在	-1.600153
?1 w[tf	它	想要	-1.600153
?10_ 03	它是	說	-1.600153
?10_ 7f	它是	對	-1.600153
?10_ n?v4	它是	直接	-1.600153
?EL@ 0_~l	排除	適用	-1.600153
[_]O kGGK	處理	條文	-1.600153
[10_ u?	家事	移	-1.600153
[OC_ ]O	體系	裡	-1.600153
];N: _d[Z	今天	在審	-1.600153
];zB m@	金額	達	-1.600153
]O m:mJ	李	專門	-1.600153
}^ 9>_;	製	中心	-1.600153
}^ QEaJ	智	財權	-1.600153
}80_ 3>	都是	公	-1.600153
}80_ Wk	都是	像	-1.600153
}8xg r\w[	都受	影響	-1.600153
}g 3;L_	又	宣布	-1.600153
}Q\y Kb	我們	設	-1.600153
}Qw[ L_NO	我想	不只	-1.600153
@@Kb \0SY	輻射	污染	-1.600153
\0SY QYYc	污染	產業	-1.600153
\O EYRl	你	反映	-1.600153
`_}l ph	訴訟	案	-1.600153
^l `=[1	淨	增加	-1.600153
<ic[ 0_	電廠	是	-1.600153
<j`l A__`	韌性	計畫	-1.600153
=@_d ]O	不再	理	-1.600153
=@_d ]O:i	不在	裡面	-1.600153
=@_d \O	不在	你	-1.600153
=@8i FW0_	不便	表示	-1.600153
=1^= 3>2:	發生	工安	-1.600153
=M CMqf	程	營造	-1.600153
|_[1 0>0>	大家	統統	-1.600153
|J_d EYRl	人在	反映	-1.600153
|J0_ L]	人事	總	-1.600153
|JTJ 2@3@	人員	及其	-1.600153
|O _fgf	署	報告	-1.600153
|O ?0rg	署	之後	-1.600153
|O }Fm@	署	回答	-1.600153
|O <jrF	署	認為	-1.600153
|O VO1gs2	數	比較多	-1.600153
|O yS0_	數	也是	-1.600153
|O yStf	署	也要	-1.600153
~U _M|J	給	同仁	-1.600153
0_ ac[3	式	列車	-1.600153
0_~l D80WLP	適用	消保法	-1.600153
0_w[ Cd<j	是想	確認	-1.600153
0] R0O1	請	羈押	-1.600153
03?1 tf	說它	要	-1.600153
0C F0ci	德	醫院	-1.600153
0i aJ{H	占	全球	-1.600153
0i G:?;?0F0	占	三分之一	-1.600153
0WvH \_	保留	數	-1.600153
112f L_p?	虛偽	不實	-1.600153
2_NX 3>EM	自有	公評	-1.600153
2f TJ3>	位	員工	-1.600153
3;L_ M94@	宣布	休息	-1.600153
3> 7RTJ	供	果園	-1.600153
3>^H =@_d	公投	不在	-1.600153
3>=M=f wI	工程會	顏	-1.600153
3>L_ cf	公布	到	-1.600153
3>L_ pq	公布	呢	-1.600153
3e xU];	塊	美金	-1.600153
4L R@zB	償	餘額	-1.600153
4M=_ {?^=	能力	提升	-1.600153
5_H] QMRd	一種	型態	-1.600153
5_n? _dzh	一直	在看	-1.600153
5_x4 oa0_	一些	弱勢	-1.600153
5E^= L;}i	學生	身分	-1.600153
6d p={O	越	清楚	-1.600153
7fSO pa	對此	作	-1.600153
8iV= ph	變更	案	-1.600153
9>L; E0	終身	司	-1.600153
9i:i 3;L_	片面	宣布	-1.600153
9K lO:>	麟	補充	-1.600153
a_ 3Ebi	預	決算	-1.600153
a\F0L` _du[	等一下	再講	-1.600153
A0 MPfa	施	打過	-1.600153
af 3>E0	貿	公司	-1.600153
B@sI 3;L_	突然	宣布	-1.600153
